condLoaderLoop.thisRepN,condLoaderLoop.thisTrialN,condLoaderLoop.thisN,condLoaderLoop.thisIndex,triggerSyncText.started,triggerSync_Key_Resp.started,triggerSync_Key_Resp.keys,triggerSync_Key_Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.104986916994676,6.104986916994676,5,0.7045960410032421,419440,001,2023-07-13_09h57.53.861,PsychoPy-Practice-Task,2022.2.5,59.632336825407585,
