condLoaderLoop.thisRepN,condLoaderLoop.thisTrialN,condLoaderLoop.thisN,condLoaderLoop.thisIndex,Block1Loop.thisRepN,Block1Loop.thisTrialN,Block1Loop.thisN,Block1Loop.thisIndex,triggerSyncText.started,triggerSync_Key_Resp.started,triggerSync_Key_Resp.keys,triggerSync_Key_Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.640315249998821,5.640315249998821,5,0.3736851670255419,396706,001,2023-07-13_10h19.57.381,PsychoPy-Practice-Task,2022.2.5,59.916580902632816,
