condLoaderLoop.thisRepN,condLoaderLoop.thisTrialN,condLoaderLoop.thisN,condLoaderLoop.thisIndex,Block1Loop.thisRepN,Block1Loop.thisTrialN,Block1Loop.thisN,Block1Loop.thisIndex,triggerSyncText.started,triggerSync_Key_Resp.started,triggerSync_Key_Resp.keys,triggerSync_Key_Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,6.95300037501147,6.95300037501147,5,0.44426049903267995,997856,001,2023-07-13_10h18.16.081,PsychoPy-Practice-Task,2022.2.5,60.00649569673526,
